"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.99966615,3,6
"houspa",0.28433564,21,24
"norcar",0.9751347,38,41
"yebsap",0.33192086,58,61
"eursta",0.97471344,65,68
"triher",0.9427992,76,79
"brant",0.51682884,134,137
"greegr",0.70217794,142,145
"barswa",0.9996481,154,157
"moudov",0.2642644,158,161
"snoegr",0.28349644,161,164
"cangoo",0.7767726,171,174
"bkcchi",0.33952227,175,178
"comgra",0.8186766,187,190
"rewbla",0.7251326,199,202
"amecro",0.5279145,214,217
"semsan",0.36854938,229,232
"fiscro",0.99954844,242,245
"amegfi",0.9988848,250,253
"houwre",0.6191169,251,254
"fiespa",0.68775845,269,272
"amerob",0.99672115,318,321
"marwre",0.25596932,326,329
"commer",0.5819505,339,342
