"species_code","score","start_offset_sec","end_offset_sec"
"yelwar",0.3227612,0,3
"daejun",0.9802954,58,61
"btnwar",0.91177607,139,142
"buhvir",0.97899836,197,200
"amered",0.98958135,248,251
"chispa",0.9331742,313,316
"haiwoo",0.7734754,331,334
"whtspa",0.9237787,338,341
"woothr",0.8938096,346,349
"yebsap",0.53778744,371,374
"dowwoo",0.5143876,374,377
"ovenbi1",0.99998206,382,385
"scatan",0.26571515,398,401
"bnhcow",0.2941878,411,414
"norpar",0.2744237,438,441
"tuftit",0.66648126,538,541
"brwhaw",0.38437593,577,580
"bkbwar",0.96822333,598,601
"swathr",0.75967664,611,614
"amecro",0.9868386,612,615
"reevir1",0.9991941,617,620
"cerwar",0.8271325,650,653
"brncre",0.98821616,660,663
"herthr",0.9991383,671,674
"yetwar",0.25251403,672,675
"amegfi",0.99696416,702,705
"magwar",0.6578584,716,719
