"species_code","score","start_offset_sec","end_offset_sec"
"amecro",0.4725765,15,18
"cedwax",0.88534456,16,19
"bkcchi",0.9566691,33,36
"robgro",0.2923399,43,46
"sonspa",0.25042275,43,46
"reevir1",0.99582905,76,79
"btnwar",0.97618365,81,84
"grcfly",0.99966246,92,95
"eawpew",0.3867743,116,119
"carwre",0.33589688,120,123
"canwar",0.5165882,121,124
"magwar",0.90248185,122,125
"norcar",0.7308483,122,125
"comyel",0.99158424,135,138
"brwhaw",0.5618792,140,143
"houfin",0.7090676,155,158
"eastow",0.56256014,171,174
"buhvir",0.43287587,171,174
"whtspa",0.8176147,174,177
"grycat",0.6260768,174,177
"brnthr",0.25020128,178,181
"herthr",0.9997181,180,183
"rewbla",0.33219382,237,240
"amegfi",0.46743372,255,258
"amerob",0.9958765,256,259
"daejun",0.9718773,257,260
