"species_code","score","start_offset_sec","end_offset_sec"
"normoc",0.5187022,1,4
"osprey",0.28073236,5,8
"commer",0.31214574,8,11
"amerob",0.62880015,9,12
"yetvir",0.7348916,29,32
"scatan",0.58427894,31,34
"bkcchi",0.55891615,33,36
"buhvir",0.48377225,56,59
"cedwax",0.89940065,61,64
"sonspa",0.985406,63,66
"yelwar",0.9714185,67,70
"whbnut",0.4781871,91,94
"warvir",0.2629326,106,109
"reevir1",0.99755186,109,112
"brnthr",0.581599,109,112
"veery",0.9962556,126,129
"whtspa",0.3634649,127,130
"ovenbi1",0.5289009,131,134
"grycat",0.9977856,142,145
"rewbla",0.6587868,142,145
"norcar",0.27419013,142,145
"comyel",0.99224615,144,147
"swaspa",0.9976342,151,154
"aldfly",0.99864405,157,160
