"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.99945843,3,6
"purfin",0.62750804,10,13
"yebcha",0.4632442,35,38
"amegfi",0.98196375,46,49
"cedwax",0.2648116,49,52
"veery",0.47420174,58,61
"ovenbi1",0.9973004,60,63
"buhvir",0.99625206,63,66
"yerwar",0.36012375,64,67
"swaspa",0.91876674,104,107
"eastow",0.50281936,116,119
"rufgro",0.2856241,117,120
"herthr",0.99481016,132,135
"bkcchi",0.25296402,137,140
"fiespa",0.92858374,151,154
"reevir1",0.9946514,157,160
"daejun",0.9593696,157,160
"whtspa",0.51283073,164,167
"woothr",0.8307952,205,208
"scatan",0.41145194,205,208
"amerob",0.8553174,208,211
"swathr",0.40311632,208,211
"grycat",0.5745995,254,257
"aldfly",0.98127663,257,260
"tuftit",0.27715012,261,264
"robgro",0.9651258,263,266
"blujay",0.7226557,266,269
"easkin",0.93288445,274,277
"comgra",0.34036303,289,292
"rewbla",0.9785101,292,295
"comyel",0.99914956,308,311
