"species_code","score","start_offset_sec","end_offset_sec"
"blujay",0.70310307,1,4
"sonspa",0.27791595,11,14
"reevir1",0.5756777,33,36
"woothr",0.3078722,33,36
"rewbla",0.6435299,50,53
"amecro",0.6321005,62,65
"carwre",0.5835241,64,67
"amerob",0.7641607,66,69
"robgro",0.948005,68,71
"norcar",0.9975916,76,79
"norfli",0.985368,89,92
"eastow",0.9535849,90,93
"comgra",0.7969817,91,94
"yelwar",0.339235,116,119
"carchi",0.48127767,126,129
"prawar",0.9994719,139,142
"bawwar",0.45071116,145,148
"yebcha",0.9999973,147,150
"yetvir",0.94087714,154,157
"acafly",0.6509315,168,171
"buggna",0.99874336,176,179
"indbun",0.997841,183,186
"whevir",0.9785692,192,195
