"species_code","score","start_offset_sec","end_offset_sec"
"tuftit",0.99893075,0,3
"carchi",0.30085248,0,3
"chispa",0.99833906,3,6
"norcar",0.9939144,15,18
"eawpew",0.9611593,39,42
"whbnut",0.4645679,43,46
"amegfi",0.8082505,45,48
"carwre",0.9914293,51,54
"warvir",0.49758318,61,64
"balori",0.28976578,74,77
"reevir1",0.5642389,75,78
"sumtan",0.7620114,76,79
"rebwoo",0.97859573,89,92
"eursta",0.25870553,135,138
"rewbla",0.6098361,161,164
"swaspa",0.35785863,164,167
"bnhcow",0.92818266,173,176
"normoc",0.6780628,195,198
"orcori",0.9259988,214,217
"easpho",0.99318194,218,221
"amerob",0.99277014,230,233
"cedwax",0.9830891,238,241
"yelwar",0.6208691,262,265
"blujay",0.9952994,282,285
