"species_code","score","start_offset_sec","end_offset_sec"
"babwar",0.6990387,1,4
"amered",0.44029772,4,7
"rewbla",0.57613534,5,8
"veery",0.33274585,6,9
"bkbwar",0.98991126,7,10
"scatan",0.7027478,14,17
"yebcha",0.78429204,35,38
"reevir1",0.65311015,57,60
"norcar",0.48375827,64,67
"winwre3",0.3537157,73,76
"magwar",0.9847965,96,99
"swathr",0.9762268,97,100
"grcfly",0.79837567,113,116
"purfin",0.9377511,117,120
"herthr",0.936457,124,127
"gockin",0.9760716,142,145
"amerob",0.53285694,151,154
"sonspa",0.45273742,152,155
"redcro",0.99953955,174,177
"tuftit",0.41581285,175,178
"ovenbi1",0.99776,182,185
"woothr",0.55143166,183,186
"brncre",0.95879906,187,190
