"species_code","score","start_offset_sec","end_offset_sec"
"eastow",0.96502733,0,3
"woothr",0.5036772,16,19
"yebcha",0.47790504,25,28
"comyel",0.86967295,26,29
"moudov",0.54118645,26,29
"pilwoo",0.99579996,27,30
"grycat",0.59023637,46,49
"buggna",0.9831955,52,55
"amegfi",0.9970626,59,62
"norcar",0.9172364,62,65
"blujay",0.35017252,65,68
"amerob",0.67984897,71,74
"sonspa",0.32037517,88,91
"carwre",0.9972305,89,92
"kenwar",0.2950419,135,138
"louwat",0.71498996,157,160
"tuftit",0.46533605,159,162
"yelwar",0.81723505,174,177
"rewbla",0.2539663,177,180
"dowwoo",0.96330094,188,191
"fiespa",0.99634624,199,202
"amecro",0.9916263,207,210
"indbun",0.9999705,212,215
"reevir1",0.6742782,218,221
