"species_code","score","start_offset_sec","end_offset_sec"
"daejun",0.33723435,17,20
"eursta",0.9489999,18,21
"easmea",0.80341315,43,46
"indbun",0.9770925,44,47
"amerob",0.94877666,77,80
"houspa",0.9914668,102,105
"blujay",0.8143736,108,111
"cedwax",0.9137063,156,159
"amecro",0.80204034,214,217
"easblu",0.64835876,257,260
"brnthr",0.28736043,354,357
"chiswi",0.9892604,367,370
"normoc",0.9999576,371,374
"rebwoo",0.31970277,391,394
"caster1",0.4012351,422,425
"sonspa",0.9737013,427,430
"norfli",0.95694774,433,436
"fiespa",0.99552506,445,448
"treswa",0.99944234,453,456
"reevir1",0.5778332,456,459
"balori",0.352556,469,472
"vesspa",0.36609262,528,531
"norcar",0.97438425,539,542
"chispa",0.9982072,551,554
"blugrb1",0.53995615,555,558
"woewar1",0.4751344,567,570
"rewbla",0.25905427,589,592
"comyel",0.41247576,610,613
"houfin",0.90098727,618,621
"pinsis",0.31462285,618,621
"amegfi",0.9990379,648,651
