"species_code","score","start_offset_sec","end_offset_sec"
"yelwar",0.9273486,0,3
"ovenbi1",0.9973107,3,6
"houwre",0.72617924,7,10
"tuftit",0.5522306,10,13
"sonspa",0.8483056,24,27
"blujay",0.97520405,32,35
"reevir1",0.9974227,59,62
"daejun",0.5908931,59,62
"bnhcow",0.8717609,64,67
"mouwar",0.7415213,71,74
"comyel",0.858495,72,75
"scatan",0.5483504,86,89
"veery",0.9699969,93,96
"norcar",0.5665282,98,101
"yetvir",0.5947199,99,102
"woothr",0.6167744,133,136
"robgro",0.9576434,138,141
"rewbla",0.619755,138,141
"eastow",0.9879368,149,152
