"species_code","score","start_offset_sec","end_offset_sec"
"swaspa",0.9708024,22,25
"herthr",0.57021165,37,40
"aldfly",0.99977183,39,42
"veery",0.85581976,73,76
"reevir1",0.81837547,80,83
"grcfly",0.8918854,89,92
"houwre",0.99990004,111,114
"blujay",0.69760936,146,149
"sonspa",0.99986416,175,178
"norcar",0.5393638,183,186
"whbnut",0.56862557,184,187
"amecro",0.9924521,241,244
"cedwax",0.8814776,241,244
"amegfi",0.99387455,269,272
"comyel",0.99667835,291,294
"yebcha",0.8604992,313,316
"chswar",0.96594256,319,322
"grycat",0.5065214,320,323
"amerob",0.9105978,346,349
"fiespa",0.998743,384,387
"eastow",0.8819904,400,403
"yelwar",0.8433772,408,411
"normoc",0.6322069,411,414
"ovenbi1",0.9672992,430,433
"bkcchi",0.99574417,491,494
