"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.8842206,69,72
"yetvir",0.9995605,99,102
"treswa",0.648291,105,108
"amegfi",0.99695563,171,174
"comyel",0.99746436,174,177
"ovenbi1",0.95778525,185,188
"moudov",0.78091496,185,188
"yebsap",0.68998337,197,200
"blujay",0.5665135,205,208
"veery",0.9970957,318,321
"scatan",0.64040166,347,350
"tuftit",0.9915662,397,400
"eawpew",0.9993795,412,415
"balori",0.6682836,416,419
"rewbla",0.98987836,450,453
"bkcchi",0.91070706,450,453
"buwwar",0.9439486,460,463
"reevir1",0.95635456,481,484
"norcar",0.6655786,509,512
"buhvir",0.80908227,519,522
"yelwar",0.9965392,606,609
"cedwax",0.96771806,737,740
"grycat",0.90522194,744,747
