"species_code","score","start_offset_sec","end_offset_sec"
"purmar",0.8155988,0,3
"brnthr",0.614565,5,8
"blujay",0.9649287,7,10
"fiespa",0.9908392,14,17
"reevir1",0.98062235,21,24
"amegfi",0.93296736,31,34
"norfli",0.9008655,39,42
"coohaw",0.6136451,44,47
"barswa",0.7341744,65,68
"amecro",0.8634713,117,120
"tuftit",0.5881242,130,133
"comyel",0.84375143,156,159
"easblu",0.9953783,161,164
"normoc",0.99908656,167,170
"killde",0.99992615,174,177
"eastow",0.8783856,178,181
"sonspa",0.77996695,222,225
"norcar",0.97161764,243,246
"houspa",0.9809624,248,251
"bkcchi",0.6982901,259,262
"amerob",0.9785018,278,281
"cedwax",0.9915624,281,284
