"species_code","score","start_offset_sec","end_offset_sec"
"moudov",0.8958853,15,18
"comyel",0.94432825,17,20
"amerob",0.95876074,42,45
"rewbla",0.99837565,45,48
"rebwoo",0.96976596,50,53
"swaspa",0.9922909,76,79
"grycat",0.62229574,76,79
"blujay",0.9749264,84,87
"amecro",0.764645,114,117
"sonspa",0.9915475,118,121
"reevir1",0.74655783,139,142
"ovenbi1",0.99548006,171,174
"aldfly",0.9977468,179,182
"comgra",0.850013,179,182
"daejun",0.7699588,180,183
"virrai",0.9964764,186,189
"grnher",0.94479865,189,192
"amegfi",0.9879513,227,230
"cedwax",0.9464609,231,234
"yetvir",0.9999818,299,302
"bkcchi",0.9003158,312,315
"treswa",0.99955213,318,321
"comgal1",0.9979733,324,327
"marwre",0.9777681,393,396
"norcar",0.8003627,419,422
"wilfly",0.9955118,420,423
"yelwar",0.99565405,421,424
