"species_code","score","start_offset_sec","end_offset_sec"
"amered",0.5924275,106,109
"eawpew",0.7143193,223,226
"dowwoo",0.8388576,226,229
"warvir",0.9523715,266,269
"norfli",0.78570855,292,295
"comgra",0.97024965,297,300
"indbun",0.9975251,310,313
"woothr",0.9574992,336,339
"whevir",0.99602157,357,360
"moudov",0.82430494,376,379
"reevir1",0.79274076,377,380
"cedwax",0.9808556,378,381
"yelwar",0.7545842,404,407
"amecro",0.9973202,454,457
"caster1",0.58003277,495,498
"acafly",0.9495317,500,503
"eastow",0.9998179,514,517
"haiwoo",0.99319464,524,527
"coohaw",0.97836304,535,538
"fiespa",0.9638149,567,570
"normoc",0.7429894,576,579
"bkcchi",0.7032769,584,587
"rebwoo",0.9056313,592,595
"yebcuc",0.99068606,624,627
"tuftit",0.8834171,634,637
"gockin",0.5943,652,655
"comyel",0.9938718,660,663
"carwre",0.5243319,664,667
"sonspa",0.65732956,675,678
"norcar",0.9832297,680,683
"amegfi",0.99728745,685,688
"ovenbi1",0.6901649,860,863
"amerob",0.95757776,1060,1063
"buggna",0.66113335,1078,1081
"whtspa",0.93373823,1083,1086
"grycat",0.9999257,1118,1121
"blujay",0.5291204,1121,1124
"easowl1",0.70898944,1129,1132
