"species_code","score","start_offset_sec","end_offset_sec"
"yebfly",0.6607351,11,14
"norcar",0.8342023,15,18
"sonspa",0.9646027,19,22
"amecro",0.967683,33,36
"amegfi",0.8335229,35,38
"aldfly",0.9999217,43,46
"yelwar",0.9269505,63,66
"amerob",0.82987505,80,83
"woothr",0.87575036,83,86
"reevir1",0.9583938,95,98
"chswar",0.65310717,97,100
"rewbla",0.7074371,109,112
"houwre",0.9993066,123,126
"bkcchi",0.8068103,147,150
"whbnut",0.8051357,165,168
"moudov",0.96671486,166,169
"yebsap",0.9796023,201,204
"btnwar",0.7014045,208,211
"eastow",0.64572257,209,212
"yerwar",0.83866525,212,215
"herthr",0.97904885,214,217
"swaspa",0.7449357,228,231
"comyel",0.8118795,243,246
