"species_code","score","start_offset_sec","end_offset_sec"
"warvir",0.9834329,14,17
"eawpew",0.99831885,40,43
"cedwax",0.99892527,60,63
"cerwar",0.99988616,183,186
"bkcchi",0.99725586,207,210
"reevir1",0.9980954,208,211
"tuftit",0.70359176,214,217
"scatan",0.6743254,243,246
"amerob",0.9652165,247,250
"dowwoo",0.9566917,247,250
"blujay",0.5143099,259,262
"easkin",0.7880269,303,306
"buggna",0.5443722,348,351
"amered",0.990556,386,389
"moudov",0.985962,448,451
"sonspa",0.6143295,488,491
"veery",0.99918824,508,511
"balori",0.8385059,538,541
"woewar1",0.50820255,540,543
"yetvir",0.99849576,601,604
