"species_code","score","start_offset_sec","end_offset_sec"
"chswar",0.98526883,45,48
"grycat",0.99977475,55,58
"bnhcow",0.9706273,57,60
"amered",0.9924261,68,71
"normoc",0.5004953,121,124
"canwar",0.5800958,145,148
"magwar",0.62596476,175,178
"yetvir",0.9874144,180,183
"cerwar",0.9829956,192,195
"eawpew",0.9901919,200,203
"reevir1",0.9083448,200,203
"cedwax",0.9410341,210,213
"amegfi",0.99033505,240,243
"moudov",0.7744012,336,339
"purfin",0.67445266,367,370
"sonspa",0.95722795,386,389
"pinwar",0.6913364,387,390
"amerob",0.9992945,443,446
"yelwar",0.99996954,480,483
"robgro",0.92648,493,496
"rebwoo",0.9717729,498,501
"rewbla",0.97879755,519,522
"amecro",0.5377146,541,544
"comyel",0.50714695,546,549
"tuftit",0.6732614,567,570
"balori",0.92537594,569,572
"swaspa",0.82218397,576,579
