"species_code","score","start_offset_sec","end_offset_sec"
"bawwar",0.86338025,1,4
"moudov",0.9996921,19,22
"buggna",0.89994293,24,27
"yebcha",0.9988537,27,30
"whevir",0.99984914,45,48
"reevir1",0.6472593,52,55
"amecro",0.9510192,56,59
"woothr",0.7094901,139,142
"indbun",0.82930195,247,250
"prawar",0.7084952,256,259
"sumtan",0.5336454,281,284
"rewbla",0.71619415,285,288
"haiwoo",0.81570035,300,303
"btnwar",0.51421624,307,310
"kenwar",0.81538,312,315
"eawpew",0.99950707,315,318
"eastow",0.99990785,343,346
"whbnut",0.99243706,403,406
"norpar",0.88954306,404,407
"buwwar",0.94633734,437,440
"comyel",0.9991367,450,453
"cerwar",0.8263183,483,486
"norcar",0.8049715,486,489
"hoowar",0.975443,492,495
