"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.89140546,15,18
"amegfi",0.7823242,24,27
"prowar",0.63064593,59,62
"reevir1",0.54955363,114,117
"cedwax",0.92248243,116,119
"buhvir",0.9867101,117,120
"herthr",0.99220407,124,127
"yerwar",0.97010016,139,142
"purfin",0.88145274,154,157
"indbun",0.65962565,177,180
"louwat",0.975442,183,186
"bkbwar",0.9971327,188,191
"woothr",0.5091607,194,197
"amerob",0.5279703,253,256
"bkcchi",0.9762584,307,310
"gockin",0.999347,312,315
"magwar",0.969715,348,351
"redcro",0.99939173,390,393
"winwre3",0.982615,414,417
"ovenbi1",0.9991539,421,424
"brncre",0.93238854,430,433
