"species_code","score","start_offset_sec","end_offset_sec"
"boboli",0.99982226,11,14
"cangoo",0.63932717,93,96
"comyel",0.7944596,119,122
"killde",0.9311062,170,173
"moudov",0.98449653,173,176
"houfin",0.9984324,177,180
"fiespa",0.9808611,194,197
"sonspa",0.9966539,202,205
"amecro",0.9930849,242,245
"savspa",0.9979283,243,246
"norfli",0.5179478,259,262
"graspa",0.99906635,280,283
"houwre",0.7340942,280,283
"amegfi",0.9992794,297,300
"tuftit",0.9859667,300,303
"barswa",0.98869145,330,333
"rewbla",0.9936076,341,344
"treswa",0.9039236,341,344
"reevir1",0.61782146,350,353
"amerob",0.94441694,385,388
"chispa",0.98029995,412,415
