"species_code","score","start_offset_sec","end_offset_sec"
"amecro",0.752198,1,4
"reevir1",0.99489224,2,5
"coohaw",0.8798461,23,26
"houfin",0.74934655,24,27
"easkin",0.98019725,59,62
"rethaw",0.9988829,73,76
"whbnut",0.9995014,77,80
"blujay",0.9991439,100,103
"buggna",0.9849677,102,105
"eursta",0.7510352,142,145
"norcar",0.7360619,160,163
"bkcchi",0.9867245,166,169
"haiwoo",0.9999933,178,181
"carwre",0.9999287,243,246
"brdowl",0.74854594,247,250
"tuftit",0.98853487,262,265
"grbher3",0.6708658,376,379
"amerob",0.8387817,377,380
"amegfi",0.93717945,393,396
"grcfly",0.99976814,400,403
"norfli",0.98886245,450,453
"grycat",0.5462164,460,463
"easpho",0.99221593,461,464
