"species_code","score","start_offset_sec","end_offset_sec"
"dowwoo",0.9187926,5,8
"wooduc",0.70857054,6,9
"orcori",0.7563508,12,15
"rewbla",0.54423547,12,15
"norcar",0.98709327,13,16
"whtspa",0.9188094,13,16
"grycat",0.88799006,13,16
"haiwoo",0.6022788,14,17
"carwre",0.9900749,18,21
"fiespa",0.9956652,28,31
"eastow",0.97641975,30,33
"indbun",0.9025617,34,37
"comgra",0.98179567,50,53
"cedwax",0.9128009,52,55
"prawar",0.97328967,125,128
"whevir",0.99951977,128,131
"reevir1",0.9885227,178,181
"tuftit",0.99297434,183,186
