"species_code","score","start_offset_sec","end_offset_sec"
"ovenbi1",0.839741,6,9
"amerob",0.91848004,14,17
"indbun",0.9994789,30,33
"carchi",0.72277015,76,79
"bkcchi",0.6315345,81,84
"norcar",0.5087398,85,88
"amered",0.6699798,94,97
"eastow",0.98264426,102,105
"cerwar",0.9948016,105,108
"warvir",0.77562606,120,123
"reevir1",0.9907247,134,137
"hoowar",0.999905,241,244
"acafly",0.97675836,249,252
"kenwar",0.974422,298,301
"prowar",0.74910325,302,305
"carwre",0.9985536,303,306
"amecro",0.9179321,326,329
