"species_code","score","start_offset_sec","end_offset_sec"
"grycat",0.9999432,187,190
"sonspa",0.9399052,243,246
"indbun",0.9892585,297,300
"buwwar",0.9341656,359,362
"yetvir",0.9725906,434,437
"cedwax",0.99945307,543,546
"normoc",0.96973807,572,575
"wilfly",0.9274057,758,761
"amecro",0.94333774,904,907
"moudov",0.99598217,910,913
"yebcha",0.99985003,972,975
"whevir",0.9999973,1028,1031
"buggna",0.99861604,1080,1083
"amegfi",0.9847061,1113,1116
"bnhcow",0.9610074,1167,1170
"rewbla",0.99837744,1308,1311
"eastow",0.9998661,1731,1734
"norfli",0.99505585,1770,1773
"amerob",0.9583915,1921,1924
"carwre",0.99995464,1937,1940
"fiespa",0.9997528,2037,2040
"scatan",0.9769225,2142,2145
"blujay",0.9960441,2371,2374
"brnthr",0.9520743,2439,2442
"rebwoo",0.98677486,2587,2590
"norcar",0.99985754,2627,2630
