"species_code","score","start_offset_sec","end_offset_sec"
"graspa",0.99993473,48,51
"tuftit",0.94366014,54,57
"warvir",0.9332822,87,90
"carwre",0.9378607,111,114
"blugrb1",0.9727587,133,136
"indbun",0.9919597,148,151
"norcar",0.99871576,163,166
"fiespa",0.99986666,201,204
"houfin",0.9885584,223,226
"amecro",0.9992065,258,261
"sonspa",0.93749535,296,299
"amegfi",0.9988472,348,351
"easmea",0.99933946,376,379
"easblu",0.9634091,513,516
"chispa",0.99930465,522,525
"normoc",0.9341764,605,608
