"species_code","score","start_offset_sec","end_offset_sec"
"robgro",0.9997939,6,9
"scatan",0.9980857,54,57
"bkbwar",0.9940037,86,89
"veery",0.9921145,130,133
"comyel",0.98245,140,143
"ovenbi1",0.99958813,144,147
"bawwar",0.9484096,212,215
"bkcchi",0.96421623,233,236
"brncre",0.91247785,291,294
"yebsap",0.9434761,321,324
"yebcuc",0.98695636,349,352
"hoowar",0.97450256,361,364
"chswar",0.9844827,379,382
"haiwoo",0.99121356,393,396
"daejun",0.9809382,469,472
"reevir1",0.99536777,537,540
"btbwar",0.99105805,562,565
