"species_code","score","start_offset_sec","end_offset_sec"
"babwar",0.6990387,1,4
"bkbwar",0.98991126,7,10
"scatan",0.7027478,14,17
"winwre3",0.3537157,73,76
"magwar",0.9847965,96,99
"swathr",0.9762268,97,100
"purfin",0.9377511,117,120
"herthr",0.936457,124,127
"gockin",0.9760716,142,145
"redcro",0.99953955,174,177
"ovenbi1",0.99776,182,185
"brncre",0.95879906,187,190
