"species_code","score","start_offset_sec","end_offset_sec"
"blujay",0.99762124,4,7
"robgro",0.94809204,16,19
"veery",0.99284583,17,20
"reshaw",0.9993043,45,48
"cerwar",0.35927767,45,48
"comyel",0.97235733,64,67
"mouwar",0.42838356,76,79
"bkcchi",0.9996228,80,83
"chswar",0.94568473,103,106
"yebcuc",0.2774873,108,111
"reevir1",0.9956368,119,122
"ovenbi1",0.9994604,123,126
"yebsap",0.88967407,135,138
