"species_code","score","start_offset_sec","end_offset_sec"
"moudov",0.9977532,57,60
"acafly",0.99624896,68,71
"easblu",0.38500494,75,78
"blujay",0.80086225,77,80
"amecro",0.97872424,96,99
"rebwoo",0.9988335,105,108
"buggna",0.99512124,140,143
"kenwar",0.80442625,264,267
"scatan",0.98771626,284,287
"reevir1",0.9984482,309,312
"daejun",0.97179717,316,319
"ovenbi1",0.9986963,319,322
"cerwar",0.7585054,324,327
"yebcuc",0.9515568,339,342
"mouwar",0.5065863,345,348
