"species_code","score","start_offset_sec","end_offset_sec"
"reshaw",0.9734612,4,7
"carwre",0.90294725,7,10
"tuftit",0.9436641,8,11
"norpar",0.9277607,8,11
"houwre",0.97236663,18,21
"woewar1",0.43981054,34,37
"scatan",0.95316166,56,59
"norcar",0.82929456,58,61
"amered",0.79043734,61,64
"ovenbi1",0.9970549,69,72
"yebsap",0.9848768,69,72
"chispa",0.9998869,77,80
"reevir1",0.923194,78,81
"bkcchi",0.9042165,78,81
