"species_code","score","start_offset_sec","end_offset_sec"
"brncre",0.9970385,0,3
"amerob",0.95801204,1,4
"magwar",0.9960896,30,33
"herthr",0.9966085,50,53
"canwar",0.5155271,58,61
"ovenbi1",0.99919444,74,77
"rebnut",0.98424524,98,101
"bkcchi",0.9504363,105,108
"bkbwar",0.8934249,122,125
"tuftit",0.7600945,136,139
"amered",0.8585715,145,148
"purfin",0.99657625,146,149
