"species_code","score","start_offset_sec","end_offset_sec"
"eastow",0.9949753,0,3
"prawar",0.999982,41,44
"kenwar",0.99529904,48,51
"indbun",0.9882359,59,62
"buwwar",0.7783815,72,75
"yebcha",0.9731657,76,79
"woothr",0.9697133,80,83
"scatan",0.69805014,81,84
"yetvir",0.9992958,85,88
"tuftit",0.7962608,92,95
"hoowar",0.986057,93,96
"moudov",0.99729705,96,99
"carchi",0.94341666,105,108
